locus_tag	ftype	length_bp	gene	EC_number	COG	product
ENMNMPHH_00356	CDS	864	araC			Arabinose operon regulatory protein
ENMNMPHH_00357	CDS	321	fdx5			2Fe-2S ferredoxin-5
ENMNMPHH_00358	CDS	1770	nplT_1	3.2.1.135		Neopullulanase
ENMNMPHH_00359	CDS	1305	cycB_1		COG2182	Cyclodextrin-binding protein
ENMNMPHH_00360	CDS	1302	malF		COG1175	Maltose transport system permease protein MalF
ENMNMPHH_00361	CDS	840	malG		COG3833	Maltose transport system permease protein MalG
ENMNMPHH_00362	CDS	1539			COG0366	Beta/alpha-amylase
ENMNMPHH_00363	CDS	1044	malR_1		COG1609	HTH-type transcriptional regulator MalR
ENMNMPHH_00364	CDS	2385	acyII	3.5.1.11		Penicillin acylase 2 proenzyme
ENMNMPHH_00365	CDS	939	rihA_1	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
ENMNMPHH_00366	CDS	4227	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
ENMNMPHH_00367	CDS	771	srkA	2.7.11.1		Stress response kinase A
ENMNMPHH_00368	CDS	939	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
ENMNMPHH_00369	CDS	138				hypothetical protein
ENMNMPHH_00370	CDS	183				hypothetical protein
ENMNMPHH_00371	CDS	870	ydaD	1.-.-.-		General stress protein 39
ENMNMPHH_00372	CDS	3420	metH	2.1.1.13	COG0646	Methionine synthase
ENMNMPHH_00373	CDS	1854	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
ENMNMPHH_00374	CDS	492				hypothetical protein
ENMNMPHH_00375	CDS	1035	cvfB		COG2996	Conserved virulence factor B
ENMNMPHH_00376	CDS	969	tmpC_1		COG1744	Membrane lipoprotein TmpC
ENMNMPHH_00377	CDS	1653	yoaH		COG0840	Putative methyl-accepting chemotaxis protein YoaH
ENMNMPHH_00378	CDS	135				hypothetical protein
ENMNMPHH_00379	CDS	861			COG1307	Fatty acid-binding protein
ENMNMPHH_00380	CDS	843				hypothetical protein
ENMNMPHH_00381	CDS	477	ipi			Intracellular proteinase inhibitor
ENMNMPHH_00382	CDS	315				hypothetical protein
ENMNMPHH_00383	CDS	150				hypothetical protein
ENMNMPHH_00384	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
ENMNMPHH_00385	CDS	780	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
ENMNMPHH_00386	CDS	309	sufT			Fe-S protein maturation auxiliary factor SufT
ENMNMPHH_00387	CDS	1038	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
ENMNMPHH_00388	CDS	1227	argJ			Arginine biosynthesis bifunctional protein ArgJ
ENMNMPHH_00389	CDS	780	argB	2.7.2.8	COG0548	Acetylglutamate kinase
ENMNMPHH_00390	CDS	1161	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
ENMNMPHH_00391	CDS	1050	carA_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific small chain
ENMNMPHH_00392	CDS	3084	carB_1	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific large chain
ENMNMPHH_00393	CDS	954	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
ENMNMPHH_00394	CDS	807	uppP_1	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
ENMNMPHH_00395	CDS	180				hypothetical protein
ENMNMPHH_00396	CDS	186				hypothetical protein
ENMNMPHH_00397	CDS	735				hypothetical protein
ENMNMPHH_00398	CDS	852				hypothetical protein
ENMNMPHH_00399	CDS	951				Purine-binding protein
ENMNMPHH_00400	CDS	204				hypothetical protein
ENMNMPHH_00401	CDS	159				hypothetical protein
ENMNMPHH_00402	CDS	261				hypothetical protein
ENMNMPHH_00403	CDS	933	fabHA	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
ENMNMPHH_00404	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
ENMNMPHH_00405	CDS	786				hypothetical protein
ENMNMPHH_00406	CDS	987	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
ENMNMPHH_00407	CDS	1017	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
ENMNMPHH_00408	CDS	1656	appA			Oligopeptide-binding protein AppA
ENMNMPHH_00409	CDS	951	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
ENMNMPHH_00410	CDS	918	dppC_1		COG1173	Dipeptide transport system permease protein DppC
ENMNMPHH_00411	CDS	747				hypothetical protein
ENMNMPHH_00412	CDS	489				hypothetical protein
ENMNMPHH_00413	CDS	990	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
ENMNMPHH_00414	CDS	360				hypothetical protein
ENMNMPHH_00415	CDS	1698	dppE_1		COG4166	Dipeptide-binding protein DppE
ENMNMPHH_00416	CDS	927	oppB		COG0601	Oligopeptide transport system permease protein OppB
ENMNMPHH_00417	CDS	1023	oppC		COG1173	Oligopeptide transport system permease protein OppC
ENMNMPHH_00418	CDS	1044	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
ENMNMPHH_00419	CDS	939	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
ENMNMPHH_00420	CDS	1206				hypothetical protein
ENMNMPHH_00421	CDS	495				hypothetical protein
ENMNMPHH_00422	CDS	579	yjbC	2.3.1.-		Putative acetyltransferase YjbC
ENMNMPHH_00423	CDS	402	spxA_1		COG1393	Regulatory protein Spx
ENMNMPHH_00424	CDS	675				hypothetical protein
ENMNMPHH_00425	CDS	672	mecA		COG4862	Adapter protein MecA 1
ENMNMPHH_00426	CDS	1524	ywiE_1	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
ENMNMPHH_00427	CDS	1194	coiA		COG4469	Competence protein CoiA
ENMNMPHH_00428	CDS	159				hypothetical protein
ENMNMPHH_00429	CDS	1818	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
ENMNMPHH_00430	CDS	879				hypothetical protein
ENMNMPHH_00431	CDS	405	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
ENMNMPHH_00432	CDS	615	mltF	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
ENMNMPHH_00433	CDS	735	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
ENMNMPHH_00434	CDS	384				hypothetical protein
ENMNMPHH_00435	CDS	636	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
ENMNMPHH_00436	CDS	795	ppnKA	2.7.1.23	COG0061	NAD kinase 1
ENMNMPHH_00437	CDS	906	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
ENMNMPHH_00438	CDS	744	prpE	3.6.1.17	COG0639	Bis(5'-nucleosyl)-tetraphosphatase PrpE [asymmetrical]
ENMNMPHH_00439	CDS	1176	rodA_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
ENMNMPHH_00440	CDS	1368	mgtE		COG2239	Magnesium transporter MgtE
ENMNMPHH_00441	CDS	1854	napA			Na(+)/H(+) antiporter
ENMNMPHH_00442	CDS	687	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
ENMNMPHH_00443	CDS	609	tenI	5.3.99.10	COG0352	Thiazole tautomerase
ENMNMPHH_00444	CDS	1116	thiO_1	1.4.3.19	COG0665	Glycine oxidase
ENMNMPHH_00445	CDS	204	thiS		COG2104	Sulfur carrier protein ThiS
ENMNMPHH_00446	CDS	768	thiG	2.8.1.10	COG2022	Thiazole synthase
ENMNMPHH_00447	CDS	1017	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
ENMNMPHH_00448	CDS	1236				hypothetical protein
ENMNMPHH_00449	CDS	774	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
ENMNMPHH_00450	CDS	462				hypothetical protein
ENMNMPHH_00451	CDS	450	yycN	2.3.1.-	COG0454	putative N-acetyltransferase YycN
ENMNMPHH_00452	CDS	417				hypothetical protein
ENMNMPHH_00453	CDS	1209	cotI			Spore coat protein I
ENMNMPHH_00454	CDS	1134	cotSA_1	2.4.-.-	COG0438	Spore coat protein SA
ENMNMPHH_00455	CDS	1101	cotS			Spore coat protein S
ENMNMPHH_00456	CDS	525				hypothetical protein
ENMNMPHH_00457	CDS	1134	cotSA_2	2.4.-.-	COG0438	Spore coat protein SA
ENMNMPHH_00458	CDS	957	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
ENMNMPHH_00459	CDS	1287	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
ENMNMPHH_00460	CDS	1107	pimB	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
ENMNMPHH_00461	CDS	792				hypothetical protein
ENMNMPHH_00462	CDS	279				hypothetical protein
ENMNMPHH_00463	CDS	351	yjcA			Sporulation protein YjcA
ENMNMPHH_00464	CDS	798				hypothetical protein
ENMNMPHH_00465	CDS	717				hypothetical protein
ENMNMPHH_00466	CDS	321				hypothetical protein
ENMNMPHH_00467	CDS	141				hypothetical protein
ENMNMPHH_00468	CDS	216				hypothetical protein
ENMNMPHH_00469	CDS	126				hypothetical protein
ENMNMPHH_00470	CDS	255				hypothetical protein
ENMNMPHH_00471	CDS	2262	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
ENMNMPHH_00472	CDS	243				hypothetical protein
ENMNMPHH_00473	CDS	888	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
ENMNMPHH_00474	CDS	678				hypothetical protein
ENMNMPHH_00475	CDS	432	yjcF	2.3.1.-		putative N-acetyltransferase YjcF
ENMNMPHH_00476	CDS	522	yjcG	3.1.-.-	COG1514	Putative phosphoesterase YjcG
ENMNMPHH_00477	CDS	723	ybbA_2		COG2819	putative protein YbbA
ENMNMPHH_00478	CDS	1059				hypothetical protein
ENMNMPHH_00479	CDS	888				S-adenosylmethionine/S-adenosylhomocysteine transporter
ENMNMPHH_00480	CDS	1125	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
ENMNMPHH_00481	CDS	1185	metC	4.4.1.8	COG0626	Cystathionine beta-lyase MetC
ENMNMPHH_00482	CDS	462				hypothetical protein
ENMNMPHH_00483	CDS	1215	thrC_1	4.2.3.1	COG0498	Threonine synthase
ENMNMPHH_00484	CDS	375				hypothetical protein
ENMNMPHH_00485	CDS	936				hypothetical protein
ENMNMPHH_00486	CDS	525	yyaP		COG0262	putative protein YyaP
ENMNMPHH_00487	CDS	207				hypothetical protein
ENMNMPHH_00488	CDS	1242	melR			Melibiose operon regulatory protein
ENMNMPHH_00489	CDS	366				hypothetical protein
ENMNMPHH_00490	CDS	1566	actP_1		COG4147	Cation/acetate symporter ActP
ENMNMPHH_00491	CDS	1602				hypothetical protein
ENMNMPHH_00492	CDS	600				hypothetical protein
ENMNMPHH_00493	CDS	903				hypothetical protein
ENMNMPHH_00494	CDS	573	pspA_1	3.1.3.3	COG0406	Phosphoserine phosphatase 1
ENMNMPHH_00495	CDS	855	soxS			Regulatory protein SoxS
ENMNMPHH_00496	CDS	822				hypothetical protein
ENMNMPHH_00497	CDS	867	rob_1		COG2207	Right origin-binding protein
ENMNMPHH_00498	CDS	855	rsbRD_1			RsbT co-antagonist protein RsbRD
ENMNMPHH_00499	CDS	618			COG0586	putative membrane protein
ENMNMPHH_00500	CDS	1170	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
ENMNMPHH_00501	CDS	972				hypothetical protein
ENMNMPHH_00502	CDS	162				hypothetical protein
ENMNMPHH_00503	CDS	1590		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
ENMNMPHH_00504	CDS	639				hypothetical protein
ENMNMPHH_00505	CDS	741				hypothetical protein
ENMNMPHH_00506	CDS	630	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
ENMNMPHH_00507	CDS	201				hypothetical protein
ENMNMPHH_00508	CDS	1158	rodA_2	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
ENMNMPHH_00509	CDS	936				hypothetical protein
ENMNMPHH_00510	CDS	648				hypothetical protein
ENMNMPHH_00511	CDS	651	sigH_1		COG1595	RNA polymerase sigma-H factor
ENMNMPHH_00512	CDS	789				hypothetical protein
ENMNMPHH_00513	CDS	849	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
ENMNMPHH_00514	CDS	513				hypothetical protein
ENMNMPHH_00515	CDS	489				hypothetical protein
ENMNMPHH_00516	CDS	1020	des	1.14.19.-	COG3239	Fatty acid desaturase
ENMNMPHH_00517	CDS	1125	desK	2.7.13.3	COG4585	Sensor histidine kinase DesK
ENMNMPHH_00518	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
ENMNMPHH_00519	CDS	471				hypothetical protein
ENMNMPHH_00520	CDS	828	rimI_1	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
ENMNMPHH_00521	CDS	537				hypothetical protein
ENMNMPHH_00522	CDS	1275	oxlT			Oxalate:formate antiporter
ENMNMPHH_00523	CDS	744		1.-.-.-		putative oxidoreductase
ENMNMPHH_00524	CDS	156				hypothetical protein
ENMNMPHH_00525	CDS	480				hypothetical protein
ENMNMPHH_00526	CDS	264				hypothetical protein
ENMNMPHH_00527	CDS	756		3.1.1.23		Thermostable monoacylglycerol lipase
ENMNMPHH_00528	CDS	1233	mdtH_1			Multidrug resistance protein MdtH
ENMNMPHH_00529	CDS	735				hypothetical protein
ENMNMPHH_00530	CDS	534				hypothetical protein
ENMNMPHH_00531	CDS	780				hypothetical protein
ENMNMPHH_00532	CDS	900	natA_2		COG4555	ABC transporter ATP-binding protein NatA
ENMNMPHH_00533	CDS	828				hypothetical protein
ENMNMPHH_00534	CDS	768	surA	5.2.1.8		Chaperone SurA
ENMNMPHH_00535	CDS	1476	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
ENMNMPHH_00536	CDS	513		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
ENMNMPHH_00537	CDS	648				hypothetical protein
ENMNMPHH_00538	CDS	450	yusO_1			putative HTH-type transcriptional regulator YusO
ENMNMPHH_00539	CDS	3129	ydgH		COG2409	Putative membrane protein YdgH
ENMNMPHH_00540	CDS	1251	entS			Enterobactin exporter EntS
ENMNMPHH_00541	CDS	462	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
ENMNMPHH_00542	CDS	1137		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
ENMNMPHH_00543	CDS	363	cotF_1		COG5577	Spore coat protein F
ENMNMPHH_00544	CDS	216				hypothetical protein
ENMNMPHH_00545	CDS	213				hypothetical protein
ENMNMPHH_00546	CDS	300	cotF_2		COG5577	Spore coat protein F
ENMNMPHH_00547	CDS	942	blaZ	3.5.2.6		Beta-lactamase 3
ENMNMPHH_00548	CDS	1824	blaR1			Regulatory protein BlaR1
ENMNMPHH_00549	CDS	384	mecI			Methicillin resistance regulatory protein MecI
ENMNMPHH_00550	CDS	495				hypothetical protein
ENMNMPHH_00551	CDS	528				hypothetical protein
ENMNMPHH_00552	CDS	144				hypothetical protein
ENMNMPHH_00553	CDS	822	crtB_2	2.5.1.99		All-trans-phytoene synthase
ENMNMPHH_00554	CDS	1593				hypothetical protein
ENMNMPHH_00555	CDS	342	yflT_1			General stress protein 17M
ENMNMPHH_00556	CDS	717				putative transcriptional regulatory protein
ENMNMPHH_00557	CDS	1227		1.1.1.38		NAD-dependent malic enzyme
ENMNMPHH_00558	CDS	1425	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
ENMNMPHH_00559	CDS	1287	gltT_1			Proton/sodium-glutamate symport protein
ENMNMPHH_00560	CDS	1314	glnK	2.7.13.3	COG0642	Sensor histidine kinase GlnK
ENMNMPHH_00561	CDS	918	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
ENMNMPHH_00562	CDS	300		1.1.1.81	COG0111	Hydroxypyruvate reductase
ENMNMPHH_00563	CDS	681	srrA_2		COG0745	Transcriptional regulatory protein SrrA
ENMNMPHH_00564	CDS	1344				hypothetical protein
ENMNMPHH_00565	CDS	981				hypothetical protein
ENMNMPHH_00566	CDS	330				hypothetical protein
ENMNMPHH_00567	CDS	1470	clsA_1	2.7.8.-		Cardiolipin synthase A
ENMNMPHH_00568	CDS	600				hypothetical protein
ENMNMPHH_00569	CDS	1416	pdaC_1	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
ENMNMPHH_00570	CDS	1188	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
ENMNMPHH_00571	CDS	264	yiaA		COG4682	Inner membrane protein YiaA
ENMNMPHH_00572	CDS	393				hypothetical protein
ENMNMPHH_00573	CDS	516				hypothetical protein
ENMNMPHH_00574	CDS	129				hypothetical protein
ENMNMPHH_00575	CDS	393	spo0M_1		COG4326	Sporulation-control protein spo0M
ENMNMPHH_00576	CDS	783				hypothetical protein
ENMNMPHH_00577	CDS	573				hypothetical protein
ENMNMPHH_00578	CDS	204				hypothetical protein
ENMNMPHH_00579	CDS	537	aroK_1	2.7.1.71		Shikimate kinase
ENMNMPHH_00580	CDS	855				hypothetical protein
ENMNMPHH_00581	CDS	1521	gerAA_2			Spore germination protein A1
ENMNMPHH_00582	CDS	1092	gerBB			Spore germination protein B2
ENMNMPHH_00583	CDS	1071	gerAC_1			Spore germination protein A3
ENMNMPHH_00584	CDS	624				hypothetical protein
ENMNMPHH_00585	CDS	501				hypothetical protein
ENMNMPHH_00586	CDS	546				hypothetical protein
ENMNMPHH_00587	CDS	858	ydbD_1	1.11.1.6	COG3546	putative manganese catalase
ENMNMPHH_00588	CDS	504				hypothetical protein
ENMNMPHH_00589	CDS	249				hypothetical protein
ENMNMPHH_00590	CDS	1140		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
ENMNMPHH_00591	CDS	2235	katG	1.11.1.21		Catalase-peroxidase
ENMNMPHH_00592	CDS	990				hypothetical protein
ENMNMPHH_00593	CDS	507				hypothetical protein
ENMNMPHH_00594	CDS	1965	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
ENMNMPHH_00595	CDS	408				hypothetical protein
ENMNMPHH_00596	CDS	159				hypothetical protein
ENMNMPHH_00597	tRNA	72				tRNA-Val(gac)
ENMNMPHH_00598	CDS	915	xerD_1			Tyrosine recombinase XerD
ENMNMPHH_00599	CDS	198				hypothetical protein
ENMNMPHH_00600	CDS	807				hypothetical protein
ENMNMPHH_00601	CDS	576				hypothetical protein
ENMNMPHH_00602	CDS	903				hypothetical protein
ENMNMPHH_00603	CDS	306				hypothetical protein
ENMNMPHH_00604	CDS	876				hypothetical protein
ENMNMPHH_00605	CDS	897				hypothetical protein
ENMNMPHH_00606	CDS	267				hypothetical protein
ENMNMPHH_00607	CDS	195				hypothetical protein
ENMNMPHH_00608	CDS	243				hypothetical protein
ENMNMPHH_00609	CDS	402				hypothetical protein
ENMNMPHH_00610	CDS	468				hypothetical protein
ENMNMPHH_00611	CDS	231				hypothetical protein
ENMNMPHH_00612	CDS	657				hypothetical protein
ENMNMPHH_00613	CDS	837				hypothetical protein
ENMNMPHH_00614	CDS	432				hypothetical protein
ENMNMPHH_00615	CDS	114				hypothetical protein
ENMNMPHH_00616	CDS	921				hypothetical protein
ENMNMPHH_00617	CDS	1248				hypothetical protein
ENMNMPHH_00618	CDS	216				hypothetical protein
ENMNMPHH_00619	CDS	483				hypothetical protein
ENMNMPHH_00620	CDS	1167	patB_1	4.4.1.8	COG1168	Cystathionine beta-lyase PatB
ENMNMPHH_00621	CDS	684	cutC_1		COG3142	Copper homeostasis protein CutC
ENMNMPHH_00622	CDS	747	tatC1		COG0805	Sec-independent protein translocase protein TatCd
ENMNMPHH_00623	CDS	180	tatAd			Sec-independent protein translocase protein TatAd
ENMNMPHH_00624	CDS	1215	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
ENMNMPHH_00625	CDS	792	srlR_1		COG1349	Glucitol operon repressor
ENMNMPHH_00626	CDS	1029				hypothetical protein
ENMNMPHH_00627	CDS	531	cutC_2		COG3142	Copper homeostasis protein CutC
ENMNMPHH_00628	CDS	369	hybF		COG0375	Hydrogenase maturation factor HybF
ENMNMPHH_00629	CDS	663	hypB		COG0378	Hydrogenase maturation factor HypB
ENMNMPHH_00630	CDS	2304	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
ENMNMPHH_00631	CDS	234	hypC		COG0298	Hydrogenase maturation factor HypC
ENMNMPHH_00632	CDS	1107	hypD		COG0409	Hydrogenase maturation factor HypD
ENMNMPHH_00633	CDS	1008	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
ENMNMPHH_00634	CDS	480				hypothetical protein
ENMNMPHH_00635	CDS	909	hydA	1.12.2.1		Periplasmic [NiFe] hydrogenase small subunit
ENMNMPHH_00636	CDS	1407		1.12.99.6	COG0374	Periplasmic [NiFeSe] hydrogenase large subunit
ENMNMPHH_00637	CDS	465	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
ENMNMPHH_00638	CDS	429	cutC_3		COG3142	Copper homeostasis protein CutC
ENMNMPHH_00639	CDS	612				hypothetical protein
ENMNMPHH_00640	CDS	495				hypothetical protein
ENMNMPHH_00641	CDS	996	ccpA_3		COG1609	Catabolite control protein A
ENMNMPHH_00642	CDS	1002	dctP_2		COG1638	Solute-binding protein
ENMNMPHH_00643	CDS	525	siaQ_1		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
ENMNMPHH_00644	CDS	1296	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
ENMNMPHH_00645	CDS	2406		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
ENMNMPHH_00646	CDS	1407	uxaC	5.3.1.12	COG1904	Uronate isomerase
ENMNMPHH_00647	CDS	1092	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
ENMNMPHH_00648	CDS	846	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
ENMNMPHH_00649	CDS	648				hypothetical protein
ENMNMPHH_00650	CDS	429				hypothetical protein
ENMNMPHH_00651	CDS	972	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
ENMNMPHH_00652	CDS	900	sugB_1		COG0395	Trehalose transport system permease protein SugB
ENMNMPHH_00653	CDS	1638	lipO_2		COG1653	Lipoprotein LipO
ENMNMPHH_00654	CDS	1872	btsS_1	2.7.13.3	COG3275	Sensor histidine kinase BtsS
ENMNMPHH_00655	CDS	1512			COG4753	putative response regulatory protein
ENMNMPHH_00656	CDS	1017	mccF			Microcin C7 self-immunity protein MccF
ENMNMPHH_00657	CDS	183				hypothetical protein
ENMNMPHH_00658	CDS	819				hypothetical protein
ENMNMPHH_00659	CDS	1092	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase 1
ENMNMPHH_00660	CDS	1248	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
ENMNMPHH_00661	CDS	426	yhfA_1		COG1765	Protein YhfA
ENMNMPHH_00662	CDS	387				hypothetical protein
ENMNMPHH_00663	CDS	948	rihA_2	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
ENMNMPHH_00664	CDS	801				hypothetical protein
ENMNMPHH_00665	CDS	375				hypothetical protein
ENMNMPHH_00666	CDS	162				hypothetical protein
ENMNMPHH_00667	CDS	360	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
ENMNMPHH_00668	CDS	1209	ydhP_1		COG2814	Inner membrane transport protein YdhP
ENMNMPHH_00669	CDS	840	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
ENMNMPHH_00670	CDS	231				hypothetical protein
ENMNMPHH_00671	CDS	573				hypothetical protein
ENMNMPHH_00672	CDS	192				hypothetical protein
ENMNMPHH_00673	CDS	3036	swrC_1		COG0841	Swarming motility protein SwrC
ENMNMPHH_00674	CDS	189				hypothetical protein
ENMNMPHH_00675	CDS	615	betI		COG1309	HTH-type transcriptional regulator BetI
ENMNMPHH_00676	CDS	552				hypothetical protein
ENMNMPHH_00677	CDS	192				hypothetical protein
ENMNMPHH_00678	CDS	171				hypothetical protein
ENMNMPHH_00679	CDS	936	nrnA_1	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
ENMNMPHH_00680	CDS	1794	aplIM	2.1.1.37	COG0270	Modification methylase AplI
ENMNMPHH_00681	CDS	1473	mutL_1			DNA mismatch repair protein MutL
ENMNMPHH_00682	CDS	2661				hypothetical protein
ENMNMPHH_00683	CDS	1029				hypothetical protein
ENMNMPHH_00684	CDS	1821				hypothetical protein
ENMNMPHH_00685	CDS	435	vsr	3.1.-.-	COG3727	Very short patch repair protein
ENMNMPHH_00686	CDS	237				hypothetical protein
ENMNMPHH_00687	CDS	183				hypothetical protein
ENMNMPHH_00688	CDS	918	yokI	3.1.-.-		putative ribonuclease YokI
ENMNMPHH_00689	CDS	879	yobL_1	3.1.-.-		Ribonuclease YobL
ENMNMPHH_00690	CDS	465				hypothetical protein
ENMNMPHH_00691	CDS	822				hypothetical protein
ENMNMPHH_00692	CDS	420	yndB		COG3832	putative protein YndB
ENMNMPHH_00693	CDS	324	sdpR_1		COG0640	Transcriptional repressor SdpR
ENMNMPHH_00694	CDS	543	ydaF_1	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
ENMNMPHH_00695	CDS	597				hypothetical protein
ENMNMPHH_00696	CDS	888				hypothetical protein
ENMNMPHH_00697	CDS	1335				hypothetical protein
ENMNMPHH_00698	CDS	243				hypothetical protein
ENMNMPHH_00699	CDS	624				hypothetical protein
ENMNMPHH_00700	CDS	777				hypothetical protein
ENMNMPHH_00701	CDS	1125				hypothetical protein
ENMNMPHH_00702	CDS	969				hypothetical protein
ENMNMPHH_00703	CDS	3078	pulA	3.2.1.41	COG1523	Pullulanase
ENMNMPHH_00704	CDS	171				hypothetical protein
ENMNMPHH_00705	CDS	1233	ymfD_1			Bacillibactin exporter
ENMNMPHH_00706	CDS	417				hypothetical protein
ENMNMPHH_00707	CDS	1365	pheP		COG1113	Phenylalanine-specific permease
ENMNMPHH_00708	CDS	846	ydbD_2	1.11.1.6	COG3546	putative manganese catalase
ENMNMPHH_00709	CDS	1668	rnjA_2	3.1.-.-	COG0595	Ribonuclease J1
ENMNMPHH_00710	CDS	852		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
